Year,AID,MigratoryStrategy,SpringMS,SpringMSDate,SpringMSTime,SpringME,SpringMEDate,SpringMETime,FallMS,FallMSDate,FallMSTime,FallME,FallMEDate,FallMETime,Notes
2018,370,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Remained in Red Desert all year; no migration data
2018,371,Long,4/10/2018 9:00,4/10/2018,9:00:00,5/11/2018 13:00,5/11/2018,13:00:00,10/7/2018 5:00,10/7/2018,5:00:00,10/22/2018 11:00,10/22/2018,11:00:00,
2018,400,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,401,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/5/2018 19:00,10/5/2018,19:00:00,10/9/2018 7:00,10/9/2018,7:00:00,
2018,402,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/19/2018 21:00,11/19/2018,21:00:00,11/21/2018 19:00,11/21/2018,19:00:00,
2018,403,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/11/2018 7:00,11/11/2018,7:00:00,11/14/2018 7:00,11/14/2018,7:00:00,
2018,404,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/3/2018 15:00,11/3/2018,15:00:00,11/21/2018 17:00,11/21/2018,17:00:00,
2018,406,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/11/2018 5:00,11/11/2018,5:00:00,11/13/2018 17:00,11/13/2018,17:00:00,
2018,407,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/3/2018 5:00,11/3/2018,5:00:00,11/10/2018 1:00,11/10/2018,1:00:00,
2018,408,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,409,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/7/2018 9:00,11/7/2018,9:00:00,12/2/2018 9:00,12/2/2018,9:00:00,Had two winter ranges
2018,410,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,411,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,412,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,413,Short,N/A,N/A,N/A,N/A,N/A,N/A,2/27/2019 5:00,2/27/2019,5:00:00,3/31/2019 21:00,3/31/2019,21:00:00,Late migration from Steamboat Mountain to Winton
2018,414,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/28/2018 21:00,10/28/2018,21:00:00,10/31/2018 21:00,10/31/2018,21:00:00,
2018,415,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/11/2018 9:00,10/11/2018,9:00:00,10/13/2018 1:00,10/13/2018,1:00:00,
2018,416,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spent the winter 2018-19 on Zirkel Mesa; migrated to Table Mountain for the summer of 2019; migrated to Winton and west side of Chilton's ridge for winter of 2019-20
2018,417,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 9/29/2018 while on summer range; no data on autumn migration
2018,418,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/11/2018 17:00,10/11/2018,17:00:00,10/14/2018 5:00,10/14/2018,5:00:00,
2018,419,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/13/2018 9:00,10/13/2018,9:00:00,10/14/2018 11:00,10/14/2018,11:00:00,Had two winter ranges
2018,420,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/12/2018 9:00,11/12/2018,9:00:00,11/15/2018 19:00,11/15/2018,19:00:00,
2018,421,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/3/2018 7:00,11/3/2018,7:00:00,11/21/2018 17:00,11/21/2018,17:00:00,
2018,422,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/6/2018 15:00,10/6/2018,15:00:00,10/7/2018 19:00,10/7/2018,19:00:00,
2018,423,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/7/2018 21:00,10/7/2018,21:00:00,10/8/2018 21:00,10/8/2018,21:00:00,
2018,424,Short,N/A,N/A,N/A,N/A,N/A,N/A,11/10/2018 17:00,11/10/2018,17:00:00,11/17/2018 17:00,11/17/2018,17:00:00,
2018,425,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,426,Medium,N/A,N/A,N/A,N/A,N/A,N/A,11/11/2018 7:00,11/11/2018,7:00:00,11/15/2018 23:00,11/15/2018,23:00:00,
2018,427,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/7/2018 21:00,10/7/2018,21:00:00,10/8/2018 21:00,10/8/2018,21:00:00,
2018,428,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available; moves a little south during winter but migration isn't distinct
2018,430,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2018,431,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/3/2018 23:00,10/3/2018,23:00:00,10/7/2018 5:00,10/7/2018,5:00:00,
2018,432,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/8/2018 17:00,10/8/2018,17:00:00,10/11/2018 9:00,10/11/2018,9:00:00,
2018,433,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Died on 3/20/2019 on winter range; assumed to be short-distance migrant, but no migration data available"
2018,434,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Died on 5/12/2019 on winter range; assumed to be resident, but no migration data available"
2018,435,Short,N/A,N/A,N/A,N/A,N/A,N/A,1/3/2019 11:00,1/3/2019,11:00:00,1/4/2019 13:00,1/4/2019,13:00:00,
2018,436,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available; moves a little south during winter but migration isn't distinct
2018,437,Short,N/A,N/A,N/A,N/A,N/A,N/A,10/8/2018 3:00,10/8/2018,3:00:00,10/9/2018 23:00,10/9/2018,23:00:00,
2019,108,Long,4/19/2019 5:00,4/19/2019,5:00:00,6/3/2019 23:00,6/3/2019,23:00:00,10/5/2019 19:00,10/5/2019,19:00:00,10/29/2019 23:00,10/29/2019,23:00:00,
2019,112,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/14/2019 on winter range; no migration data available
2019,119,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/26/2019 on winter range; no migration data available
2019,123,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/7/2019 on winter range; no migration data available
2019,225,Long,3/19/2019 9:00,3/19/2019,9:00:00,5/18/2019 19:00,5/18/2019,19:00:00,10/19/2019 3:00,10/19/2019,3:00:00,12/5/2019 23:00,12/5/2019,23:00:00,
2019,230,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 2/28/2019 on winter range; no migration data available
2019,233,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/18/2019 on winter range; no migration data available
2019,235,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/24/2019 on winter range; no migration data available
2019,239,Medium,5/10/2019 21:00,5/10/2019,21:00:00,5/16/2019 13:00,5/16/2019,13:00:00,10/10/2019 5:00,10/10/2019,5:00:00,10/15/2019 1:00,10/15/2019,1:00:00,
2019,241,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/7/2019 on winter range; no migration data available
2019,242,Long,5/6/2019 11:00,5/6/2019,11:00:00,6/12/2019 7:00,6/12/2019,7:00:00,10/9/2019 13:00,10/9/2019,13:00:00,11/13/2019 19:00,11/13/2019,19:00:00,
2019,251,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/7/2019 on winter range; no migration data available
2019,252,Medium,5/14/2019 5:00,5/14/2019,5:00:00,5/20/2019 17:00,5/20/2019,17:00:00,11/28/2019 23:00,11/28/2019,23:00:00,12/6/2019 9:00,12/6/2019,9:00:00,
2019,254,Long,3/16/2019 9:00,3/16/2019,9:00:00,5/21/2019 13:00,5/21/2019,13:00:00,11/25/2019 11:00,11/25/2019,11:00:00,12/15/2019 5:00,12/15/2019,5:00:00,
2019,255,Long,3/31/2019 7:00,3/31/2019,7:00:00,6/15/2019 17:00,6/15/2019,17:00:00,10/3/2019 13:00,10/3/2019,13:00:00,12/13/2019 1:00,12/13/2019,1:00:00,Spent the summer of 2019 near Spread Creek and Moran Junction
2019,256,Medium,5/6/2019 1:00,5/6/2019,1:00:00,7/1/2019 21:00,7/1/2019,21:00:00,10/16/2019 15:00,10/16/2019,15:00:00,10/23/2019 21:00,10/23/2019,21:00:00,
2019,257,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/14/2019 on winter range; no migration data available
2019,259,Long,4/18/2019 5:00,4/18/2019,5:00:00,6/14/2019 7:00,6/14/2019,7:00:00,10/19/2019 7:00,10/19/2019,7:00:00,12/17/2019 19:00,12/17/2019,19:00:00,
2019,260,Long,3/17/2019 7:00,3/17/2019,7:00:00,5/19/2019 7:00,5/19/2019,7:00:00,10/30/2019 5:00,10/30/2019,5:00:00,12/1/2019 17:00,12/1/2019,17:00:00,
2019,276,Medium,5/12/2019 21:00,5/12/2019,21:00:00,5/19/2019 3:00,5/19/2019,3:00:00,9/30/2019 5:00,9/30/2019,5:00:00,10/3/2019 23:00,10/3/2019,23:00:00,
2019,277,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,278,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/26/2019 on winter range; no migration data available
2019,279,Long,2/8/2019 21:00,2/8/2019,21:00:00,6/5/2019 21:00,6/5/2019,21:00:00,10/18/2019 15:00,10/18/2019,15:00:00,1/13/2020 15:00,1/13/2020,15:00:00,
2019,280,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,281,Medium,5/10/2019 11:00,5/10/2019,11:00:00,5/19/2019 23:00,5/19/2019,23:00:00,10/11/2019 1:00,10/11/2019,1:00:00,10/29/2019 15:00,10/29/2019,15:00:00,
2019,284,Medium,4/23/2019 9:00,4/23/2019,9:00:00,6/27/2019 13:00,6/27/2019,13:00:00,9/28/2019 9:00,9/28/2019,9:00:00,9/30/2019 9:00,9/30/2019,9:00:00,Spent the winter of 2018-19 north of Steamboat Mountain; spent the winter of 2019-20 near Flying Fish Hook Ranch
2019,286,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/23/2019 on winter range; no migration data available
2019,287,Long,2/18/2019 13:00,2/18/2019,13:00:00,7/15/2019 17:00,7/15/2019,17:00:00,9/28/2019 3:00,9/28/2019,3:00:00,N/A,N/A,N/A,Died on 10/4/2019 during autumn migration
2019,290,Long,5/5/2019 5:00,5/5/2019,5:00:00,6/4/2019 21:00,6/4/2019,21:00:00,10/19/2019 11:00,10/19/2019,11:00:00,11/1/2019 19:00,11/1/2019,19:00:00,
2019,291,Long,5/25/2019 7:00,5/25/2019,7:00:00,6/14/2019 3:00,6/14/2019,3:00:00,10/19/2019 7:00,10/19/2019,7:00:00,12/15/2019 3:00,12/15/2019,3:00:00,
2019,292,Long,5/11/2019 5:00,5/11/2019,5:00:00,5/23/2019 11:00,5/23/2019,11:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 6/16/2019 on summer range; no autumn migration data available
2019,294,Medium,5/12/2019 1:00,5/12/2019,1:00:00,5/25/2019 7:00,5/25/2019,7:00:00,10/6/2019 7:00,10/6/2019,7:00:00,10/22/2019 21:00,10/22/2019,21:00:00,
2019,295,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/31/2019 on winter range; no migration data available
2019,296,Medium,5/6/2019 17:00,5/6/2019,17:00:00,5/27/2019 13:00,5/27/2019,13:00:00,10/16/2019 15:00,10/16/2019,15:00:00,10/22/2019 23:00,10/22/2019,23:00:00,
2019,298,Long,3/18/2019 17:00,3/18/2019,17:00:00,7/15/2019 1:00,7/15/2019,1:00:00,10/10/2019 5:00,10/10/2019,5:00:00,1/13/2020 15:00,1/13/2020,15:00:00,
2019,299,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/30/2019 on winter range; no migration data available
2019,300,Long,2/19/2019 17:00,2/19/2019,17:00:00,6/26/2019 17:00,6/26/2019,17:00:00,10/10/2019 3:00,10/10/2019,3:00:00,11/5/2019 21:00,11/5/2019,21:00:00,
2019,302,Long,5/31/2019 3:00,5/31/2019,3:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 6/8/2019 during spring migration
2019,303,Long,5/7/2019 11:00,5/7/2019,11:00:00,7/28/2019 15:00,7/28/2019,15:00:00,10/17/2019 5:00,10/17/2019,5:00:00,12/7/2019 5:00,12/7/2019,5:00:00,Spent the winter of 2019-20 in the Propsect Mountains
2019,304,Long,3/18/2019 9:00,3/18/2019,9:00:00,5/25/2019 15:00,5/25/2019,15:00:00,10/24/2019 7:00,10/24/2019,7:00:00,11/10/2019 1:00,11/10/2019,1:00:00,
2019,305,Long,4/17/2019 15:00,4/17/2019,15:00:00,6/6/2019 11:00,6/6/2019,11:00:00,10/11/2019 5:00,10/11/2019,5:00:00,11/1/2019 5:00,11/1/2019,5:00:00,
2019,306,Long,4/16/2019 12:00,4/16/2019,12:00:00,5/24/2019 22:00,5/24/2019,22:00:00,10/10/2019 2:00,10/10/2019,2:00:00,12/21/2019 17:00,12/21/2019,17:00:00,
2019,308,Long,5/2/2019 5:00,5/2/2019,5:00:00,5/20/2019 13:00,5/20/2019,13:00:00,10/10/2019 7:00,10/10/2019,7:00:00,11/4/2019 13:00,11/4/2019,13:00:00,
2019,309,Long,3/20/2019 7:00,3/20/2019,7:00:00,6/16/2019 21:00,6/16/2019,21:00:00,10/18/2019 7:00,10/18/2019,7:00:00,1/25/2020 19:00,1/25/2020,19:00:00,Spent the winter of 2019-20 on Steamboat Mountain
2019,310,Medium,5/13/2019 16:00,5/13/2019,16:00:00,5/22/2019 10:00,5/22/2019,10:00:00,11/28/2019 2:00,11/28/2019,2:00:00,12/6/2019 10:00,12/6/2019,10:00:00,
2019,311,Medium,5/13/2019 3:00,5/13/2019,3:00:00,5/18/2019 19:00,5/18/2019,19:00:00,9/30/2019 3:00,9/30/2019,3:00:00,10/4/2019 23:00,10/4/2019,23:00:00,
2019,312,Medium,5/5/2019 3:00,5/5/2019,3:00:00,5/19/2019 7:00,5/19/2019,7:00:00,10/10/2019 7:00,10/10/2019,7:00:00,10/12/2019 17:00,10/12/2019,17:00:00,
2019,313,Medium,3/20/2019 19:00,3/20/2019,19:00:00,7/9/2019 19:00,7/9/2019,19:00:00,9/25/2019 19:00,9/25/2019,19:00:00,12/20/2019 17:00,12/20/2019,17:00:00,
2019,314,Long,3/26/2019 13:00,3/26/2019,13:00:00,7/22/2019 1:00,7/22/2019,1:00:00,9/29/2019 17:00,9/29/2019,17:00:00,11/6/2019 17:00,11/6/2019,17:00:00,
2019,315,Medium,5/11/2019 5:00,5/11/2019,5:00:00,5/15/2019 7:00,5/15/2019,7:00:00,10/19/2019 15:00,10/19/2019,15:00:00,10/24/2019 17:00,10/24/2019,17:00:00,
2019,317,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spent the winter of 2018-19 southwest of the Prospect Mountains; died on 4/14/2019; no migration data available
2019,319,Long,2/22/2019 11:00,2/22/2019,11:00:00,6/12/2019 1:00,6/12/2019,1:00:00,9/22/2019 1:00,9/22/2019,1:00:00,12/14/2019 1:00,12/14/2019,1:00:00,
2019,321,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 2/10/2019 during winter; never returned to winter range in Red Desert; no migration data available
2019,323,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/27/2019 on winter range; no migration data available
2019,326,Medium,5/13/2019 15:00,5/13/2019,15:00:00,5/21/2019 3:00,5/21/2019,3:00:00,9/29/2019 15:00,9/29/2019,15:00:00,10/3/2019 3:00,10/3/2019,3:00:00,
2019,327,Long,3/27/2019 3:00,3/27/2019,3:00:00,7/7/2019 17:00,7/7/2019,17:00:00,9/2/2019 17:00,9/2/2019,17:00:00,12/13/2019 17:00,12/13/2019,17:00:00,
2019,328,Medium,4/5/2019 5:00,4/5/2019,5:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/28/2019 during spring migration
2019,329,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spent the previous summers as a resident on White Rim; died on 6/5/2019; no migration data available
2019,330,Long,5/10/2019 15:00,5/10/2019,15:00:00,7/13/2019 15:00,7/13/2019,15:00:00,10/13/2019 15:00,10/13/2019,15:00:00,1/22/2020 15:00,1/22/2020,15:00:00,
2019,331,Long,3/19/2019 23:00,3/19/2019,23:00:00,5/20/2019 21:00,5/20/2019,21:00:00,10/13/2019 5:00,10/13/2019,5:00:00,11/1/2019 19:00,11/1/2019,19:00:00,
2019,332,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/1/2019 on winter range; no migration data available
2019,333,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Collar failed on 2/10/2019 on winter range; no migration data available
2019,336,Long,3/19/2019 9:00,3/19/2019,9:00:00,6/5/2019 19:00,6/5/2019,19:00:00,10/27/2019 7:00,10/27/2019,7:00:00,1/15/2020 1:00,1/15/2020,1:00:00,
2019,337,Medium,5/16/2019 1:00,5/16/2019,1:00:00,5/20/2019 19:00,5/20/2019,19:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 6/20/2019 on summer range; no autumn migration data available
2019,340,Long,4/21/2019 3:00,4/21/2019,3:00:00,6/8/2019 11:00,6/8/2019,11:00:00,10/10/2019 5:00,10/10/2019,5:00:00,12/5/2019 11:00,12/5/2019,11:00:00,
2019,341,Medium,5/6/2019 19:00,5/6/2019,19:00:00,5/31/2019 7:00,5/31/2019,7:00:00,9/29/2019 7:00,9/29/2019,7:00:00,10/5/2019 1:00,10/5/2019,1:00:00,
2019,343,Medium,3/27/2019 7:00,3/27/2019,7:00:00,5/20/2019 21:00,5/20/2019,21:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Remained on summer range throughout winter of 2019-20
2019,344,Long,4/9/2019 9:00,4/9/2019,9:00:00,5/31/2019 7:00,5/31/2019,7:00:00,10/20/2019 5:00,10/20/2019,5:00:00,12/4/2019 11:00,12/4/2019,11:00:00,
2019,345,Long,5/11/2019 5:00,5/11/2019,5:00:00,6/1/2019 17:00,6/1/2019,17:00:00,10/11/2019 3:00,10/11/2019,3:00:00,10/28/2019 15:00,10/28/2019,15:00:00,
2019,347,Medium,5/6/2019 17:00,5/6/2019,17:00:00,5/13/2019 7:00,5/13/2019,7:00:00,10/1/2019 9:00,10/1/2019,9:00:00,10/6/2019 9:00,10/6/2019,9:00:00,
2019,349,Medium,5/9/2019 13:00,5/9/2019,13:00:00,5/19/2019 23:00,5/19/2019,23:00:00,10/28/2019 5:00,10/28/2019,5:00:00,11/1/2019 21:00,11/1/2019,21:00:00,
2019,354,Medium,5/6/2019 5:00,5/6/2019,5:00:00,5/14/2019 9:00,5/14/2019,9:00:00,10/11/2019 7:00,10/11/2019,7:00:00,10/17/2019 3:00,10/17/2019,3:00:00,
2019,355,Medium,5/3/2019 7:00,5/3/2019,7:00:00,5/27/2019 9:00,5/27/2019,9:00:00,10/10/2019 15:00,10/10/2019,15:00:00,10/20/2019 7:00,10/20/2019,7:00:00,
2019,356,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/26/2019 on winter range; no migration data available
2019,357,Short,4/18/2019 5:00,4/18/2019,5:00:00,5/27/2019 19:00,5/27/2019,19:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 9/29/2019 while on summer range; no data on autumn migration
2019,359,Long,5/7/2019 7:00,5/7/2019,7:00:00,5/27/2019 21:00,5/27/2019,21:00:00,10/6/2019 13:00,10/6/2019,13:00:00,11/7/2019 11:00,11/7/2019,11:00:00,
2019,360,Medium,5/6/2019 19:00,5/6/2019,19:00:00,5/11/2019 13:00,5/11/2019,13:00:00,10/5/2019 5:00,10/5/2019,5:00:00,10/8/2019 19:00,10/8/2019,19:00:00,
2019,361,Medium,5/6/2019 16:00,5/6/2019,16:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/15/2019 during spring migration
2019,362,Medium,5/13/2019 3:00,5/13/2019,3:00:00,5/19/2019 9:00,5/19/2019,9:00:00,10/7/2019 1:00,10/7/2019,1:00:00,10/11/2019 3:00,10/11/2019,3:00:00,
2019,363,Medium,5/18/2019 17:00,5/18/2019,17:00:00,5/23/2019 11:00,5/23/2019,11:00:00,10/6/2019 7:00,10/6/2019,7:00:00,10/10/2019 9:00,10/10/2019,9:00:00,
2019,364,Medium,5/23/2019 17:00,5/23/2019,17:00:00,6/2/2019 17:00,6/2/2019,17:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 10/10/2019 while on summer range; no data on autumn migration
2019,365,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/17/2019 on winter range; no migration data available
2019,369,Long,4/25/2019 3:00,4/25/2019,3:00:00,5/27/2019 21:00,5/27/2019,21:00:00,10/6/2019 3:00,10/6/2019,3:00:00,10/30/2019 9:00,10/30/2019,9:00:00,
2019,371,Long,5/4/2019 3:00,5/4/2019,3:00:00,5/20/2019 1:00,5/20/2019,1:00:00,10/5/2019 17:00,10/5/2019,17:00:00,10/25/2019 19:00,10/25/2019,19:00:00,
2019,400,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,401,Short,5/6/2019 3:00,5/6/2019,3:00:00,5/10/2019 3:00,5/10/2019,3:00:00,9/28/2019 3:00,9/28/2019,3:00:00,10/3/2019 15:00,10/3/2019,15:00:00,
2019,402,Short,5/13/2019 5:00,5/13/2019,5:00:00,5/17/2019 3:00,5/17/2019,3:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 6/19/2019 while on summer range; no data on autumn migration
2019,403,Short,4/25/2019 23:00,4/25/2019,23:00:00,5/7/2019 23:00,5/7/2019,23:00:00,10/9/2019 23:00,10/9/2019,23:00:00,10/28/2019 11:00,10/28/2019,11:00:00,
2019,404,Short,5/5/2019 5:00,5/5/2019,5:00:00,5/8/2019 17:00,5/8/2019,17:00:00,10/25/2019 9:00,10/25/2019,9:00:00,12/22/2019 23:00,12/22/2019,23:00:00,Migrates back and forth during autumn migration near winter range before officially settling on winter range
2019,406,Short,4/26/2019 3:00,4/26/2019,3:00:00,5/6/2019 1:00,5/6/2019,1:00:00,10/9/2019 15:00,10/9/2019,15:00:00,11/26/2019 17:00,11/26/2019,17:00:00,Migrates back and forth during autumn migration near winter range before officially settling on winter range
2019,407,Short,5/5/2019 5:00,5/5/2019,5:00:00,5/7/2019 21:00,5/7/2019,21:00:00,10/25/2019 9:00,10/25/2019,9:00:00,10/29/2019 17:00,10/29/2019,17:00:00,
2019,408,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,409,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 2/23/2019 on winter range; no migration data available
2019,410,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
