Year,AID,MigratoryStrategy,SpringMS,SpringMSDate,SpringMSTime,SpringME,SpringMEDate,SpringMETime,FallMS,FallMSDate,FallMSTime,FallME,FallMEDate,FallMETime,Notes
2019,412,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Died on 3/20/2019 on winter range; assumed to be short-distance migrant, but no migration data available"
2019,413,Short,5/29/2019 13:00,5/29/2019,13:00:00,6/1/2019 9:00,6/1/2019,9:00:00,10/10/2019 19:00,10/10/2019,19:00:00,10/13/2019 23:00,10/13/2019,23:00:00,Moves back and forth between summer and winter range during spring 2019
2019,414,Short,6/5/2019 15:00,6/5/2019,15:00:00,7/17/2019 1:00,7/17/2019,1:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 9/9/2019 while on summer range; no data on autumn migration
2019,415,Short,5/2/2019 5:00,5/2/2019,5:00:00,5/6/2019 7:00,5/6/2019,7:00:00,10/28/2019 9:00,10/28/2019,9:00:00,11/2/2019 19:00,11/2/2019,19:00:00,
2019,416,Short,4/5/2019 1:00,4/5/2019,1:00:00,4/7/2019 19:00,4/7/2019,19:00:00,10/7/2019 11:00,10/7/2019,11:00:00,10/10/2019 9:00,10/10/2019,9:00:00,Spent the winter 2018-19 on Zirkel Mesa; migrated to Table Mountain for the summer of 2019; migrated to Winton and west side of Chilton's ridge for winter of 2019-20
2019,418,Short,5/11/2019 5:00,5/11/2019,5:00:00,5/15/2019 5:00,5/15/2019,5:00:00,10/11/2019 17:00,10/11/2019,17:00:00,10/14/2019 5:00,10/14/2019,5:00:00,
2019,420,Short,6/24/2019 3:00,6/24/2019,3:00:00,6/28/2019 11:00,6/28/2019,11:00:00,10/27/2019 7:00,10/27/2019,7:00:00,11/2/2019 19:00,11/2/2019,19:00:00,
2019,421,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Died on 1/17/2019 on winter range; assumed to be short-distance migrant, but no migration data available"
2019,422,Short,5/14/2019 23:00,5/14/2019,23:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/22/2019 while migrating; exhibited exploratory movement
2019,423,Short,5/25/2019 3:00,5/25/2019,3:00:00,5/28/2019 13:00,5/28/2019,13:00:00,10/9/2019 21:00,10/9/2019,21:00:00,10/10/2019 23:00,10/10/2019,23:00:00,
2019,424,Short,5/24/2019 1:00,5/24/2019,1:00:00,5/29/2019 13:00,5/29/2019,13:00:00,10/16/2019 1:00,10/16/2019,1:00:00,10/30/2019 13:00,10/30/2019,13:00:00,
2019,425,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Collar failed on 4/13/2019 on winter range; assumed to be short-distance migrant, but no migration data available"
2019,426,Medium,6/24/2019 3:00,6/24/2019,3:00:00,7/22/2019 7:00,7/22/2019,7:00:00,10/22/2019 5:00,10/22/2019,5:00:00,10/26/2019 5:00,10/26/2019,5:00:00,
2019,427,Short,5/12/2019 3:00,5/12/2019,3:00:00,5/14/2019 21:00,5/14/2019,21:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/26/2019 while on summer range; no data on autumn migration
2019,428,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available; moves a little south during winter but migration isn't distinct
2019,430,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,431,Short,5/6/2019 3:00,5/6/2019,3:00:00,5/12/2019 21:00,5/12/2019,21:00:00,9/22/2019 3:00,9/22/2019,3:00:00,9/23/2019 23:00,9/23/2019,23:00:00,
2019,432,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Didn't migrate back to Steamboat Mtn; no migration data available
2019,433,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Collar failed on 3/20/2019 on winter range; assumed to be short-distance migrant, but no migration data available"
2019,434,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Died on 5/12/2019 on winter range; assumed to be resident, but no migration data available"
2019,435,Short,5/11/2019 3:00,5/11/2019,3:00:00,5/12/2019 19:00,5/12/2019,19:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/26/2019 while on summer range; no data on autumn migration
2019,436,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available; moves a little south during winter but migration isn't distinct
2019,437,Short,4/28/2019 5:00,4/28/2019,5:00:00,5/6/2019 7:00,5/6/2019,7:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/23/2019 while on summer range; no data on autumn migration
2019,440,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,441,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2019,442,Long,3/31/2019 7:00,3/31/2019,7:00:00,6/11/2019 23:00,6/11/2019,23:00:00,10/21/2019 5:00,10/21/2019,5:00:00,11/5/2019 7:00,11/5/2019,7:00:00,Spent the winter of 2019-20 in the Propsect Mountains
2020,108,Long,3/29/2020 11:00,3/29/2020,11:00:00,5/26/2020 9:00,5/26/2020,9:00:00,10/12/2020 5:00,10/12/2020,5:00:00,11/1/2020 13:00,11/1/2020,13:00:00,
2020,225,Long,4/6/2020 17:00,4/6/2020,17:00:00,5/14/2020 21:00,5/14/2020,21:00:00,11/6/2020 5:00,11/6/2020,5:00:00,12/17/2020 13:00,12/17/2020,13:00:00,
2020,239,Medium,5/7/2020 17:00,5/7/2020,17:00:00,5/25/2020 17:00,5/25/2020,17:00:00,9/29/2020 1:00,9/29/2020,1:00:00,10/6/2020 7:00,10/6/2020,7:00:00,
2020,242,Long,5/5/2020 11:00,5/5/2020,11:00:00,6/12/2020 5:00,6/12/2020,5:00:00,10/11/2020 3:00,10/11/2020,3:00:00,12/23/2020 9:00,12/23/2020,9:00:00,
2020,252,Medium,5/3/2020 7:00,5/3/2020,7:00:00,5/9/2020 1:00,5/9/2020,1:00:00,12/15/2020 3:00,12/15/2020,3:00:00,12/24/2020 5:00,12/24/2020,5:00:00,
2020,254,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/10/2020
2020,255,Long,3/19/2020 23:00,3/19/2020,23:00:00,6/15/2020 13:00,6/15/2020,13:00:00,9/28/2020 5:00,9/28/2020,5:00:00,12/22/2020 21:00,12/22/2020,21:00:00,
2020,256,Medium,4/27/2020 19:00,4/27/2020,19:00:00,7/5/2020 23:00,7/5/2020,23:00:00,10/3/2020 5:00,10/3/2020,5:00:00,10/19/2020 11:00,10/19/2020,11:00:00,
2020,259,Long,4/20/2020 19:00,4/20/2020,19:00:00,6/6/2020 21:00,6/6/2020,21:00:00,10/17/2020 11:00,10/17/2020,11:00:00,12/20/2020 3:00,12/20/2020,3:00:00,
2020,260,Long,3/19/2020 5:00,3/19/2020,5:00:00,5/19/2020 1:00,5/19/2020,1:00:00,10/25/2020 5:00,10/25/2020,5:00:00,11/12/2020 17:00,11/12/2020,17:00:00,
2020,276,Medium,5/10/2020 3:00,5/10/2020,3:00:00,5/16/2020 11:00,5/16/2020,11:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 6/8/2020
2020,277,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,279,Long,4/7/2020 5:00,4/7/2020,5:00:00,5/23/2020 1:00,5/23/2020,1:00:00,10/14/2020 9:00,10/14/2020,9:00:00,1/16/2021 5:00,1/16/2021,5:00:00,
2020,280,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,284,Medium,5/23/2020 11:00,5/23/2020,11:00:00,6/6/2020 1:00,6/6/2020,1:00:00,9/23/2020 5:00,9/23/2020,5:00:00,9/25/2020 5:00,9/25/2020,5:00:00,Spent the winter of 2019-20 on new winter range near Flying Fish Hook Ranch; did not return to historic winter range in Red Desert
2020,290,Long,3/22/2020 11:00,3/22/2020,11:00:00,5/27/2020 11:00,5/27/2020,11:00:00,10/16/2020 11:00,10/16/2020,11:00:00,N/A,N/A,N/A,Died on 10/31/2020 during autumn migration; died on Steamboat Mountain
2020,291,Long,5/2/2020 13:00,5/2/2020,13:00:00,6/5/2020 21:00,6/5/2020,21:00:00,10/25/2020 7:00,10/25/2020,7:00:00,11/13/2020 7:00,11/13/2020,7:00:00,Spent the winter of 2020-21 on stopover site in the Prospect Mountains
2020,294,Medium,4/30/2020 15:00,4/30/2020,15:00:00,5/19/2020 1:00,5/19/2020,1:00:00,10/13/2020 21:00,10/13/2020,21:00:00,10/24/2020 13:00,10/24/2020,13:00:00,
2020,296,Medium,5/2/2020 5:00,5/2/2020,5:00:00,5/14/2020 1:00,5/14/2020,1:00:00,10/21/2020 15:00,10/21/2020,15:00:00,10/27/2020 23:00,10/27/2020,23:00:00,
2020,298,Long,5/5/2020 21:00,5/5/2020,21:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/16/2020 during spring migration
2020,300,Long,3/13/2020 7:00,3/13/2020,7:00:00,6/6/2020 1:00,6/6/2020,1:00:00,10/11/2020 7:00,10/11/2020,7:00:00,10/26/2020 19:00,10/26/2020,19:00:00,
2020,303,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spent the winter of 2019-20 on stopover sites in the Prospect Mountain; died on 3/30/2020
2020,304,Long,3/20/2020 17:00,3/20/2020,17:00:00,5/18/2020 17:00,5/18/2020,17:00:00,10/21/2020 17:00,10/21/2020,17:00:00,11/15/2020 17:00,11/15/2020,17:00:00,
2020,306,Long,4/10/2020 15:00,4/10/2020,15:00:00,5/16/2020 23:00,5/16/2020,23:00:00,10/11/2020 17:00,10/11/2020,17:00:00,12/11/2020 17:00,12/11/2020,17:00:00,
2020,307,Medium,3/22/2020 5:00,3/22/2020,5:00:00,4/12/2020 7:00,4/12/2020,7:00:00,10/10/2020 17:00,10/10/2020,17:00:00,10/15/2020 19:00,10/15/2020,19:00:00,
2020,308,Long,4/28/2020 17:00,4/28/2020,17:00:00,5/20/2020 17:00,5/20/2020,17:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Collar failed on 9/24/2020 while Deer 308 was still on her summer range
2020,309,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/19/2020 while on winter range
2020,310,Medium,5/3/2020 7:00,5/3/2020,7:00:00,5/9/2020 9:00,5/9/2020,9:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Died on 10/6/2020 while on summer range
2020,311,Medium,5/9/2020 13:00,5/9/2020,13:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 5/12/2020 during spring migration
2020,312,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/20/2020 while on winter range
2020,313,Medium,3/19/2020 23:00,3/19/2020,23:00:00,6/24/2020 11:00,6/24/2020,11:00:00,9/20/2020 5:00,9/20/2020,5:00:00,2/12/2021 7:00,2/12/2021,7:00:00,Returned late to winter range
2020,314,Long,4/8/2020 17:00,4/8/2020,17:00:00,7/11/2020 17:00,7/11/2020,17:00:00,10/10/2020 5:00,10/10/2020,5:00:00,12/17/2020 17:00,12/17/2020,17:00:00,
2020,315,Medium,5/3/2020 5:00,5/3/2020,5:00:00,5/11/2020 7:00,5/11/2020,7:00:00,10/20/2020 1:00,10/20/2020,1:00:00,10/28/2020 11:00,10/28/2020,11:00:00,
2020,319,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/2/2020 while on winter range
2020,326,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/17/2020 while on winter range
2020,327,Long,3/9/2020 5:00,3/9/2020,5:00:00,6/24/2020 17:00,6/24/2020,17:00:00,10/2/2020 17:00,10/2/2020,17:00:00,12/17/2020 17:00,12/17/2020,17:00:00,
2020,330,Long,5/9/2020 3:00,5/9/2020,3:00:00,7/14/2020 3:00,7/14/2020,3:00:00,10/16/2020 5:00,10/16/2020,5:00:00,2/12/2021 17:00,2/12/2021,17:00:00,Returned late to winter range
2020,331,Long,3/22/2020 9:00,3/22/2020,9:00:00,5/11/2020 21:00,5/11/2020,21:00:00,10/12/2020 9:00,10/12/2020,9:00:00,10/27/2020 3:00,10/27/2020,3:00:00,
2020,336,Long,4/9/2020 3:00,4/9/2020,3:00:00,5/26/2020 13:00,5/26/2020,13:00:00,10/25/2020 9:00,10/25/2020,9:00:00,1/11/2021 15:00,1/11/2021,15:00:00,
2020,340,Long,4/8/2020 7:00,4/8/2020,7:00:00,5/29/2020 9:00,5/29/2020,9:00:00,10/8/2020 3:00,10/8/2020,3:00:00,10/28/2020 17:00,10/28/2020,17:00:00,
2020,341,Medium,5/4/2020 1:00,5/4/2020,1:00:00,5/20/2020 5:00,5/20/2020,5:00:00,9/27/2020 7:00,9/27/2020,7:00:00,10/10/2020 21:00,10/10/2020,21:00:00,
2020,343,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spent the winter of 2019-20 on her summer range in the Prospect Mountains; died on 4/19/20
2020,344,Long,3/22/2020 3:00,3/22/2020,3:00:00,5/22/2020 9:00,5/22/2020,9:00:00,10/22/2020 7:00,10/22/2020,7:00:00,1/5/2021 19:00,1/5/2021,19:00:00,
2020,347,Medium,4/30/2020 1:00,4/30/2020,1:00:00,5/4/2020 9:00,5/4/2020,9:00:00,10/12/2020 9:00,10/12/2020,9:00:00,10/15/2020 19:00,10/15/2020,19:00:00,
2020,349,Medium,5/9/2020 23:00,5/9/2020,23:00:00,5/16/2020 7:00,5/16/2020,7:00:00,10/21/2020 5:00,10/21/2020,5:00:00,10/26/2020 19:00,10/26/2020,19:00:00,
2020,355,Medium,4/6/2020 23:00,4/6/2020,23:00:00,5/15/2020 1:00,5/15/2020,1:00:00,9/28/2020 1:00,9/28/2020,1:00:00,10/17/2020 19:00,10/17/2020,19:00:00,
2020,359,Long,3/11/2020 1:00,3/11/2020,1:00:00,6/1/2020 21:00,6/1/2020,21:00:00,10/11/2020 23:00,10/11/2020,23:00:00,10/28/2020 7:00,10/28/2020,7:00:00,
2020,360,Medium,4/30/2020 3:00,4/30/2020,3:00:00,5/5/2020 7:00,5/5/2020,7:00:00,10/14/2020 15:00,10/14/2020,15:00:00,10/18/2020 11:00,10/18/2020,11:00:00,
2020,362,Medium,5/9/2020 13:00,5/9/2020,13:00:00,5/16/2020 19:00,5/16/2020,19:00:00,10/10/2020 15:00,10/10/2020,15:00:00,10/15/2020 19:00,10/15/2020,19:00:00,
2020,363,Medium,5/3/2020 5:00,5/3/2020,5:00:00,5/10/2020 1:00,5/10/2020,1:00:00,10/23/2020 7:00,10/23/2020,7:00:00,10/26/2020 23:00,10/26/2020,23:00:00,
2020,369,Long,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/18/2020 while on winter range
2020,371,Long,4/28/2020 3:00,4/28/2020,3:00:00,5/19/2020 15:00,5/19/2020,15:00:00,10/1/2020 5:00,10/1/2020,5:00:00,10/17/2020 9:00,10/17/2020,9:00:00,
2020,401,Short,4/30/2020 3:00,4/30/2020,3:00:00,5/6/2020 3:00,5/6/2020,3:00:00,10/13/2020 1:00,10/13/2020,1:00:00,10/16/2020 13:00,10/16/2020,13:00:00,
2020,404,Short,4/29/2020 3:00,4/29/2020,3:00:00,5/6/2020 3:00,5/6/2020,3:00:00,10/19/2020 17:00,10/19/2020,17:00:00,10/26/2020 17:00,10/26/2020,17:00:00,
2020,406,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 1/14/2020 while on winter range
2020,407,Short,4/29/2020 1:00,4/29/2020,1:00:00,5/6/2020 1:00,5/6/2020,1:00:00,10/9/2020 11:00,10/9/2020,11:00:00,10/17/2020 23:00,10/17/2020,23:00:00,
2020,408,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,410,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,415,Short,5/9/2020 17:00,5/9/2020,17:00:00,5/18/2020 5:00,5/18/2020,5:00:00,10/16/2020 11:00,10/16/2020,11:00:00,10/19/2020 7:00,10/19/2020,7:00:00,
2020,416,Short,6/4/2020 19:00,6/4/2020,19:00:00,6/6/2020 5:00,6/6/2020,5:00:00,N/A,N/A,N/A,N/A,N/A,N/A,Migrated from winter range near Winton and I-80 to summer range on Zirkel Mesa; remained on Zirkel Mesa throughout the winter of 2020-21
2020,418,Short,5/9/2020 5:00,5/9/2020,5:00:00,5/13/2020 5:00,5/13/2020,5:00:00,10/15/2020 11:00,10/15/2020,11:00:00,10/20/2020 11:00,10/20/2020,11:00:00,
2020,420,Short,5/10/2020 3:00,5/10/2020,3:00:00,5/18/2020 17:00,5/18/2020,17:00:00,10/16/2020 11:00,10/16/2020,11:00:00,10/19/2020 7:00,10/19/2020,7:00:00,
2020,423,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/7/2020 while on winter range and during captures
2020,424,Short,5/19/2020 21:00,5/19/2020,21:00:00,5/25/2020 19:00,5/25/2020,19:00:00,10/21/2020 7:00,10/21/2020,7:00:00,10/26/2020 19:00,10/26/2020,19:00:00,
2020,426,Medium,5/10/2020 3:00,5/10/2020,3:00:00,5/27/2020 21:00,5/27/2020,21:00:00,9/25/2020 13:00,9/25/2020,13:00:00,10/19/2020 7:00,10/19/2020,7:00:00,
2020,428,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/6/2020 while on winter range and during captures
2020,430,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,431,Short,5/3/2020 19:00,5/3/2020,19:00:00,5/20/2020 11:00,5/20/2020,11:00:00,10/12/2020 9:00,10/12/2020,9:00:00,10/16/2020 9:00,10/16/2020,9:00:00,
2020,436,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available; moves a little south during winter but migration isn't distinct
2020,440,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,441,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,442,Long,3/27/2020 11:00,3/27/2020,11:00:00,5/31/2020 23:00,5/31/2020,23:00:00,10/25/2020 5:00,10/25/2020,5:00:00,11/17/2020 23:00,11/17/2020,23:00:00,Spent the winter of 2019-20 and 2020-21 on stopover site in the Prospect Mountains
2020,443,Medium,5/5/2020 1:00,5/5/2020,1:00:00,5/11/2020 13:00,5/11/2020,13:00:00,10/8/2020 1:00,10/8/2020,1:00:00,10/13/2020 19:00,10/13/2020,19:00:00,
2020,444,Long,4/10/2020 1:00,4/10/2020,1:00:00,6/4/2020 11:00,6/4/2020,11:00:00,10/23/2020 9:00,10/23/2020,9:00:00,11/17/2020 19:00,11/17/2020,19:00:00,
2020,445,Medium,5/13/2020 21:00,5/13/2020,21:00:00,5/21/2020 9:00,5/21/2020,9:00:00,10/21/2020 7:00,10/21/2020,7:00:00,10/26/2020 19:00,10/26/2020,19:00:00,
2020,446,Medium,3/14/2020 17:00,3/14/2020,17:00:00,6/13/2020 17:00,6/13/2020,17:00:00,10/7/2020 17:00,10/7/2020,17:00:00,2/21/2021 17:00,2/21/2021,17:00:00,Returned late to winter range
2020,447,Long,4/29/2020 17:00,4/29/2020,17:00:00,7/16/2020 17:00,7/16/2020,17:00:00,9/25/2020 17:00,9/25/2020,17:00:00,12/23/2020 17:00,12/23/2020,17:00:00,Spent the winter of 2020-21 on stopover site in the Prospect Mountains
2020,448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/15/2020 while on winter range; no migration data available including migratory tactic
2020,449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/14/2020 while on winter range; no migration data available including migratory tactic
2020,450,N/A,3/12/2020 23:00,3/12/2020,23:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 3/22/2020 soon after she began her spring migration; no migration data available including migratory tactic
2020,451,Long,4/9/2020 3:00,4/9/2020,3:00:00,6/12/2020 19:00,6/12/2020,19:00:00,10/25/2020 7:00,10/25/2020,7:00:00,12/24/2020 9:00,12/24/2020,9:00:00,
2020,452,Long,4/19/2020 17:00,4/19/2020,17:00:00,5/27/2020 17:00,5/27/2020,17:00:00,10/15/2020 17:00,10/15/2020,17:00:00,12/25/2020 17:00,12/25/2020,17:00:00,
2020,453,N/A,3/11/2020 13:00,3/11/2020,13:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/8/2020 during spring migration; no migration data available including migratory tactic
2020,454,Long,3/22/2020 11:00,3/22/2020,11:00:00,6/2/2020 9:00,6/2/2020,9:00:00,10/26/2020 7:00,10/26/2020,7:00:00,12/26/2020 19:00,12/26/2020,19:00:00,
2020,455,Long,4/7/2020 5:00,4/7/2020,5:00:00,5/21/2020 21:00,5/21/2020,21:00:00,10/14/2020 5:00,10/14/2020,5:00:00,N/A,N/A,N/A,Died on 10/25/2020 during autumn migration
2020,456,Long,3/22/2020 3:00,3/22/2020,3:00:00,5/18/2020 13:00,5/18/2020,13:00:00,11/7/2020 7:00,11/7/2020,7:00:00,N/A,N/A,N/A,Captured buck on 12/7/2020 while on he was on stopover site in the Prospect Mountains; removed collar from buck because he was not related to collared female 
2020,457,Medium,5/4/2020 5:00,5/4/2020,5:00:00,5/9/2020 11:00,5/9/2020,11:00:00,10/16/2020 5:00,10/16/2020,5:00:00,10/22/2020 11:00,10/22/2020,11:00:00,
2020,458,N/A,4/23/2020 5:00,4/23/2020,5:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/29/2020 during spring migration; no migration data available including migratory tactic
2020,459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Died on 4/2/2020 while on winter range
2020,460,Long,5/1/2020 17:00,5/1/2020,17:00:00,5/23/2020 17:00,5/23/2020,17:00:00,10/5/2020 17:00,10/5/2020,17:00:00,12/29/2020 17:00,12/29/2020,17:00:00,
2020,461,Medium,4/27/2020 17:00,4/27/2020,17:00:00,6/5/2020 21:00,6/5/2020,21:00:00,10/3/2020 7:00,10/3/2020,7:00:00,10/19/2020 11:00,10/19/2020,11:00:00,
2020,462,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Resident year-round in the Red Desert; no migration data available
2020,463,Long,4/26/2020 5:00,4/26/2020,5:00:00,6/1/2020 7:00,6/1/2020,7:00:00,10/20/2020 21:00,10/20/2020,21:00:00,1/13/2021 17:00,1/13/2021,17:00:00,
2020,464,Medium,5/4/2020 23:00,5/4/2020,23:00:00,5/7/2020 9:00,5/7/2020,9:00:00,10/13/2020 5:00,10/13/2020,5:00:00,10/17/2020 1:00,10/17/2020,1:00:00,
2020,465,Long,4/21/2020 23:00,4/21/2020,23:00:00,5/22/2020 9:00,5/22/2020,9:00:00,10/26/2020 7:00,10/26/2020,7:00:00,11/24/2020 15:00,11/24/2020,15:00:00,
2020,466,Long,4/30/2020 1:00,4/30/2020,1:00:00,5/31/2020 7:00,5/31/2020,7:00:00,10/26/2020 3:00,10/26/2020,3:00:00,11/29/2020 3:00,11/29/2020,3:00:00,
